epoch,learning rate,mean accuracy
1,0.1,0.7891472868217054
2,0.1,0.8265288544358311
3,0.1,0.8093023255813954
4,0.1,0.8516795865633074
5,0.1,0.8440999138673557
6,0.1,0.7844961240310078
7,0.1,0.74900947459087
8,0.1,0.06666666666666667
9,0.1,0.5486649440137812
10,0.1,0.6559862187769164
11,0.1,0.8521963824289406
12,0.1,0.768303186907838
13,0.1,0.5808785529715762
14,0.1,0.8449612403100775
15,0.1,0.8430663221360896
16,0.1,0.827390180878553
17,0.1,0.7960378983634797
18,0.1,0.8489233419465978
19,0.1,0.8468561584840655
20,0.1,0.7212747631352282
21,0.1,0.7302325581395349
22,0.1,0.823083548664944
23,0.1,0.8389319552110249
24,0.1,0.8485788113695091
25,0.1,0.5886304909560723
26,0.1,0.8547803617571059
27,0.1,0.8466838931955211
28,0.1,0.8547803617571059
29,0.1,0.8430663221360896
30,0.1,0.8521963824289406
31,0.1,0.8520241171403962
32,0.1,0.8318690783807063
33,0.1,0.8384151593453919
34,0.1,0.7433247200689062
35,0.1,0.7789836347975883
36,0.1,0.6957795004306632
37,0.1,0.8079242032730405
38,0.1,0.8477174849267872
39,0.1,0.8490956072351421
40,0.1,0.8484065460809647
41,0.1,0.8485788113695091
42,0.1,0.7751937984496124
43,0.1,0.8125753660637381
44,0.1,0.8403100775193798
45,0.1,0.8106804478897502
46,0.1,0.843755383290267
47,0.1,0.8525409130060293
48,0.1,0.6725236864771749
49,0.1,0.8451335055986219
50,0.1,0.8501291989664083
51,0.1,0.8516795865633074
52,0.1,0.8377260981912145
53,0.1,0.7095607235142118
54,0.1,0.588458225667528
55,0.1,0.8449612403100775
56,0.1,0.8372093023255814
57,0.1,0.846167097329888
58,0.1,0.8544358311800172
59,0.1,0.8480620155038759
60,0.1,0.8415159345391904
61,0.1,0.853402239448751
62,0.1,0.8428940568475453
63,0.1,0.7906976744186046
64,0.1,0.8525409130060293
65,0.1,0.8456503014642549
66,0.1,0.7343669250645994
67,0.1,0.7541774332472007
68,0.1,0.7753660637381568
69,0.1,0.8086132644272179
70,0.1,0.8201550387596899
71,0.1,0.8532299741602067
72,0.1,0.6725236864771749
73,0.1,0.8465116279069768
74,0.1,0.8454780361757106
75,0.1,0.8492678725236865
76,0.1,0.853402239448751
77,0.1,0.7140396210163652
78,0.1,0.8384151593453919
79,0.1,0.8332472006890611
80,0.1,0.814470284237726
81,0.1,0.7696813092161929
82,0.1,0.6697674418604651
83,0.1,0.8468561584840655
84,0.1,0.8361757105943153
85,0.1,0.8428940568475453
86,0.1,0.5998277347114557
87,0.1,0.8477174849267872
88,0.1,0.8394487510766581
89,0.1,0.8480620155038759
90,0.1,0.8520241171403962
91,0.1,0.8535745047372955
92,0.1,0.7898363479758829
93,0.1,0.8466838931955211
94,0.1,0.6973298880275625
95,0.1,0.7944875107665805
96,0.1,0.8546080964685616
97,0.1,0.693712316968131
98,0.1,0.8527131782945736
99,0.1,0.6985357450473729
100,0.1,0.801894918173988
1,0.01,0.6608096468561585
2,0.01,0.7760551248923342
3,0.01,0.7178294573643411
4,0.01,0.7714039621016365
5,0.01,0.8373815676141257
6,0.01,0.8215331610680447
7,0.01,0.5962101636520242
8,0.01,0.843755383290267
9,0.01,0.6416881998277347
10,0.01,0.8416881998277347
11,0.01,0.8530577088716623
12,0.01,0.8430663221360896
13,0.01,0.694229112833764
14,0.01,0.8392764857881136
15,0.01,0.7223083548664944
16,0.01,0.06666666666666667
17,0.01,0.8444444444444444
18,0.01,0.6482342807924203
19,0.01,0.8490956072351421
20,0.01,0.8535745047372955
21,0.01,0.8525409130060293
22,0.01,0.8466838931955211
23,0.01,0.7896640826873385
24,0.01,0.8058570198105082
25,0.01,0.703875968992248
26,0.01,0.853402239448751
27,0.01,0.8396210163652024
28,0.01,0.8539190353143842
29,0.01,0.8551248923341946
30,0.01,0.7719207579672696
31,0.01,0.8480620155038759
32,0.01,0.8535745047372955
33,0.01,0.8087855297157622
34,0.01,0.6627045650301464
35,0.01,0.85099052540913
36,0.01,0.8540913006029285
37,0.01,0.7736434108527132
38,0.01,0.8459948320413436
39,0.01,0.8530577088716623
40,0.01,0.8544358311800172
41,0.01,0.7903531438415159
42,0.01,0.7548664944013781
43,0.01,0.8535745047372955
44,0.01,0.8552971576227391
45,0.01,0.8496124031007752
46,0.01,0.7846683893195521
47,0.01,0.8549526270456503
48,0.01,0.8547803617571059
49,0.01,0.8496124031007752
50,0.01,0.8527131782945736
51,0.01,0.853402239448751
52,0.01,0.8540913006029285
53,0.01,0.8539190353143842
54,0.01,0.8440999138673557
55,0.01,0.8494401378122308
56,0.01,0.8142980189491817
57,0.01,0.850473729543497
58,0.01,0.7047372954349699
59,0.01,0.6695951765719208
60,0.01,0.8489233419465978
61,0.01,0.8556416881998278
62,0.01,0.8468561584840655
63,0.01,0.8539190353143842
64,0.01,0.8539190353143842
65,0.01,0.8463393626184323
66,0.01,0.6447889750215332
67,0.01,0.768303186907838
68,0.01,0.8075796726959518
69,0.01,0.8396210163652024
70,0.01,0.7007751937984497
71,0.01,0.8535745047372955
72,0.01,0.8542635658914729
73,0.01,0.8518518518518519
74,0.01,0.5915590008613264
75,0.01,0.8494401378122308
76,0.01,0.8487510766580534
77,0.01,0.06666666666666667
78,0.01,0.06666666666666667
79,0.01,0.8546080964685616
80,0.01,0.8425495262704565
81,0.01,0.576399655469423
82,0.01,0.8544358311800172
83,0.01,0.7987941429801895
84,0.01,0.8482342807924204
85,0.01,0.8473729543496985
86,0.01,0.7614125753660638
87,0.01,0.8484065460809647
88,0.01,0.8394487510766581
89,0.01,0.8547803617571059
90,0.01,0.8485788113695091
91,0.01,0.8435831180017227
92,0.01,0.8403100775193798
93,0.01,0.6987080103359173
94,0.01,0.8466838931955211
95,0.01,0.8546080964685616
96,0.01,0.8551248923341946
97,0.01,0.8497846683893195
98,0.01,0.8454780361757106
99,0.01,0.8492678725236865
100,0.01,0.8503014642549527
1,0.001,0.14573643410852713
2,0.001,0.4811369509043928
3,0.001,0.6959517657192076
4,0.001,0.609130060292851
5,0.001,0.7154177433247201
6,0.001,0.7645133505598621
7,0.001,0.655297157622739
8,0.001,0.7800172265288544
9,0.001,0.6130921619293712
10,0.001,0.8146425495262705
11,0.001,0.8049956933677864
12,0.001,0.7545219638242894
13,0.001,0.5770887166236004
14,0.001,0.5998277347114557
15,0.001,0.8301464254952627
16,0.001,0.8049956933677864
17,0.001,0.762962962962963
18,0.001,0.8327304048234281
19,0.001,0.8389319552110249
20,0.001,0.8041343669250646
21,0.001,0.6442721791559001
22,0.001,0.06666666666666667
23,0.001,0.8425495262704565
24,0.001,0.8327304048234281
25,0.001,0.5943152454780362
26,0.001,0.790869939707149
27,0.001,0.8403100775193798
28,0.001,0.8468561584840655
29,0.001,0.8434108527131783
30,0.001,0.5550387596899224
31,0.001,0.8425495262704565
32,0.001,0.8208440999138673
33,0.001,0.8363479758828596
34,0.001,0.8427217915590008
35,0.001,0.8459948320413436
36,0.001,0.8453057708871662
37,0.001,0.8401378122308355
38,0.001,0.7838070628768303
39,0.001,0.7414298018949181
40,0.001,0.8080964685615848
41,0.001,0.8380706287683032
42,0.001,0.8473729543496985
43,0.001,0.5360895779500431
44,0.001,0.8478897502153316
45,0.001,0.8118863049095607
46,0.001,0.8523686477174849
47,0.001,0.843755383290267
48,0.001,0.8368647717484927
49,0.001,0.6160206718346253
50,0.001,0.7838070628768303
51,0.001,0.8403100775193798
52,0.001,0.8285960378983634
53,0.001,0.8484065460809647
54,0.001,0.8428940568475453
55,0.001,0.8485788113695091
56,0.001,0.8401378122308355
57,0.001,0.6973298880275625
58,0.001,0.8515073212747631
59,0.001,0.8508182601205857
60,0.001,0.7309216192937124
61,0.001,0.849956933677864
62,0.001,0.5977605512489234
63,0.001,0.8446167097329889
64,0.001,0.8375538329026702
65,0.001,0.85099052540913
66,0.001,0.8422049956933678
67,0.001,0.5975882859603789
68,0.001,0.7867355727820844
69,0.001,0.7552110249784668
70,0.001,0.7743324720068906
71,0.001,0.804306632213609
72,0.001,0.5310938845822567
73,0.001,0.8430663221360896
74,0.001,0.8079242032730405
75,0.001,0.8380706287683032
76,0.001,0.7602067183462532
77,0.001,0.7560723514211887
78,0.001,0.8470284237726098
79,0.001,0.8406546080964685
80,0.001,0.8456503014642549
81,0.001,0.8380706287683032
82,0.001,0.8397932816537468
83,0.001,0.8506459948320414
84,0.001,0.8397932816537468
85,0.001,0.8458225667527993
86,0.001,0.768303186907838
87,0.001,0.7789836347975883
88,0.001,0.8530577088716623
89,0.001,0.8396210163652024
90,0.001,0.8399655469422911
91,0.001,0.8075796726959518
92,0.001,0.8489233419465978
93,0.001,0.7853574504737295
94,0.001,0.6744186046511628
95,0.001,0.7776055124892334
96,0.001,0.7031869078380706
97,0.001,0.843755383290267
98,0.001,0.8434108527131783
99,0.001,0.8463393626184323
100,0.001,0.8521963824289406
